coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,income_quint,mean_y,outcome,bandwidth
0.0186544795920871,0.0153986206848464,0.0249890689911192,0.0308898044178203,0.45536205843573,0.618130456008499,9064,6026,1,1.07211686547814,2.02018373547894,16,TRUE,FALSE,"","",-0.0303240956305066,0.0676330548146808,-0.0451453959740813,0.0759426373437742,4,0.569919517102616,enrol_3_ontime_all_0914,mse
0.0161627704785059,0.0146503724569569,0.0275424713353749,0.0341294498496902,0.557317349178237,0.667734773097015,8380,8299,1,0.855770522700464,1.70079548603433,16,TRUE,FALSE,"","",-0.0378204733388289,0.0701460142958407,-0.0522433492484359,0.0815440941623497,5,0.613385546457814,enrol_3_ontime_all_0914,mse
0.0546115594977896,0.0653479208649035,0.0376829306496471,0.114406435845291,0.147270947689545,0.567870211667197,4545,2748,1,1,1,16,TRUE,FALSE,"","",-0.0192469845755186,0.128470103571098,-0.158888693391867,0.289584535121674,1,0.477055449330784,enrol_3_ontime_all_0914,"(15, 17)"
-0.0479636246100628,-0.000659426538116792,0.0344179150614041,0.103828449570637,0.163448803594265,0.99493257658398,5422,3360,1,1,1,16,TRUE,FALSE,"","",-0.115422738130415,0.0194954889102893,-0.204163187696564,0.202844334620331,2,0.532702915681639,enrol_3_ontime_all_0914,"(15, 17)"
-0.00689839290698613,0.160475701176978,0.0311066040615332,0.0949907108284409,0.824495904565693,0.0911460382471867,6505,4276,1,1,1,16,TRUE,FALSE,"",*,-0.0678673368675912,0.054070551053619,-0.0257060920467662,0.346657494400722,3,0.546734955185659,enrol_3_ontime_all_0914,"(15, 17)"
0.0232294396581327,0.124769713687714,0.0271812794114997,0.0827167673296536,0.392766143114651,0.13145298130652,7918,5612,1,1,1,16,TRUE,FALSE,"","",-0.0300458679884067,0.0765047473046721,-0.0373551502784069,0.286894577653835,4,0.569919517102616,enrol_3_ontime_all_0914,"(15, 17)"
0.0076336176188081,0.0330662499685801,0.0222808938482272,0.0685971022411321,0.731893209278734,0.62978060894867,10836,9358,1,1,1,16,TRUE,FALSE,"","",-0.0360369343237172,0.0513041695613334,-0.101384070424039,0.167516570361199,5,0.613385546457814,enrol_3_ontime_all_0914,"(15, 17)"
0.041891894885816,0.0406967185201654,0.0275240004134497,0.034209350232514,0.128005746494357,0.234188984818639,5783,3030,1,1.13759586190403,2.07843256901627,16,TRUE,FALSE,"","",-0.0120551459245455,0.0958389356961775,-0.026353607935562,0.107747044975893,1,0.733269598470363,enrol_3_anytime_all_0914,mse
-0.0348065287983004,-0.0400720264371026,0.035024935325721,0.0425648720903979,0.320337651660333,0.346482392740792,4131,3002,1,0.855772102073746,1.72983981620329,16,TRUE,FALSE,"","",-0.103455402036714,0.0338423444401128,-0.123499175734282,0.0433551228600772,2,0.785657998423956,enrol_3_anytime_all_0914,mse
-0.0415303454767559,-0.0524394421178256,0.0273893247380324,0.0306602018773445,0.12944432023873,0.0872025824720748,5600,4041,1,0.913723730516214,2.14004188230068,16,TRUE,FALSE,"",*,-0.0952134219632994,0.0121527310097875,-0.112533437797421,0.00765455356176955,3,0.802176696542894,enrol_3_anytime_all_0914,mse
